[INFO: train.py:  187]: Namespace(batch_size=None, config='configs/resnet.txt', epoch=65, learning_rate=None, model_name='resnet', pretrain=None, save_dir='checkpoints_models', use_gpu=True)
[INFO: config.py:   55]: ---------------- Train configs :  Arguments ----------------
[INFO: config.py:   57]: MODEL:
[INFO: config.py:   59]:     name:resnet
[INFO: config.py:   59]:     format:pkl
[INFO: config.py:   59]:     num_classes:101
[INFO: config.py:   59]:     seg_num:1
[INFO: config.py:   59]:     seglen:16
[INFO: config.py:   59]:     image_mean:[0.485, 0.456, 0.406]
[INFO: config.py:   59]:     image_std:[0.229, 0.224, 0.225]
[INFO: config.py:   59]:     num_layers:50
[INFO: config.py:   57]: TRAIN:
[INFO: config.py:   59]:     epoch:65
[INFO: config.py:   59]:     short_size:240
[INFO: config.py:   59]:     target_size:112
[INFO: config.py:   59]:     num_reader_threads:1
[INFO: config.py:   59]:     buf_size:1024
[INFO: config.py:   59]:     batch_size:128
[INFO: config.py:   59]:     use_gpu:True
[INFO: config.py:   59]:     num_gpus:1
[INFO: config.py:   59]:     filelist:./lyj/train.list
[INFO: config.py:   59]:     learning_rate:0.01
[INFO: config.py:   59]:     learning_rate_decay:0.1
[INFO: config.py:   59]:     l2_weight_decay:0.0001
[INFO: config.py:   59]:     momentum:0.9
[INFO: config.py:   59]:     total_videos:80
[INFO: config.py:   57]: VALID:
[INFO: config.py:   59]:     seg_num:7
[INFO: config.py:   59]:     short_size:240
[INFO: config.py:   59]:     target_size:112
[INFO: config.py:   59]:     num_reader_threads:1
[INFO: config.py:   59]:     buf_size:1024
[INFO: config.py:   59]:     batch_size:10
[INFO: config.py:   59]:     filelist:./lyj/test.list
[INFO: config.py:   60]: -------------------------------------------------

[INFO: train.py:  174]: Loss at epoch 0 step 0: [4.835358], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 0 step 21: [4.6898646], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 0 step 22: [4.6407075], acc: [0.]
[INFO: train.py:  174]: Loss at epoch 0 step 23: [4.6736917], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 0 step 24: [4.658779], acc: [0.]
[INFO: train.py:  174]: Loss at epoch 0 step 25: [4.6270785], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 0 step 26: [4.691148], acc: [0.]
[INFO: train.py:  174]: Loss at epoch 0 step 27: [4.645087], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 0 step 28: [4.6486726], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 0 step 29: [4.7202053], acc: [0.]
[INFO: train.py:  174]: Loss at epoch 0 step 30: [4.6401544], acc: [0.]
[INFO: train.py:  174]: Loss at epoch 0 step 31: [4.582511], acc: [0.]
[INFO: train.py:  174]: Loss at epoch 0 step 32: [4.653969], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 0 step 33: [4.576932], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 0 step 34: [4.6162624], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 0 step 35: [4.626026], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 0 step 36: [4.6601124], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 0 step 37: [4.647625], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 0 step 38: [4.670848], acc: [0.]
[INFO: train.py:  174]: Loss at epoch 0 step 39: [4.64635], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 0 step 40: [4.663767], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 0 step 41: [4.6222467], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 0 step 42: [4.5947323], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 0 step 43: [4.606259], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 0 step 44: [4.6536546], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 0 step 45: [4.6373796], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 0 step 46: [4.7333326], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 0 step 47: [4.6246367], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 0 step 48: [4.649662], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 0 step 49: [4.6410913], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 0 step 50: [4.702133], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 0 step 51: [4.672991], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 0 step 52: [4.704105], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 0 step 53: [4.6114483], acc: [0.]
[INFO: train.py:  174]: Loss at epoch 0 step 54: [4.600702], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 0 step 55: [4.5862856], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 0 step 56: [4.6316786], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 0 step 57: [4.65782], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 0 step 58: [4.632455], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 0 step 59: [4.650164], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 0 step 60: [4.710845], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 0 step 61: [4.651943], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 0 step 62: [4.674777], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 0 step 63: [4.611062], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 0 step 64: [4.5642896], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 0 step 65: [4.673794], acc: [0.]
[INFO: train.py:  174]: Loss at epoch 0 step 66: [4.6364746], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 0 step 67: [4.5688896], acc: [0.0390625]
[INFO: train.py:  174]: Loss at epoch 0 step 68: [4.6221642], acc: [0.03125]
[INFO: train.py:  174]: Loss at epoch 0 step 69: [4.6623726], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 0 step 70: [4.5691867], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 0 step 71: [4.632674], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 0 step 72: [4.599018], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 0 step 73: [4.650209], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 1 step 0: [4.6033077], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 1 step 1: [4.587007], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 1 step 2: [4.5985303], acc: [0.046875]
[INFO: train.py:  174]: Loss at epoch 1 step 3: [4.6132526], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 1 step 4: [4.690886], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 1 step 5: [4.599749], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 1 step 6: [4.615753], acc: [0.]
[INFO: train.py:  174]: Loss at epoch 1 step 7: [4.69505], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 1 step 8: [4.617708], acc: [0.03125]
[INFO: train.py:  174]: Loss at epoch 1 step 9: [4.6107507], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 1 step 10: [4.640945], acc: [0.]
[INFO: train.py:  174]: Loss at epoch 1 step 11: [4.6375833], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 1 step 12: [4.6120367], acc: [0.]
[INFO: train.py:  174]: Loss at epoch 1 step 13: [4.5851207], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 1 step 14: [4.566423], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 1 step 15: [4.5843134], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 1 step 16: [4.5848436], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 1 step 17: [4.652729], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 1 step 18: [4.61855], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 1 step 19: [4.6229024], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 1 step 20: [4.6105647], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 1 step 21: [4.6078787], acc: [0.046875]
[INFO: train.py:  174]: Loss at epoch 1 step 22: [4.620126], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 1 step 23: [4.611365], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 1 step 24: [4.669305], acc: [0.]
[INFO: train.py:  174]: Loss at epoch 1 step 25: [4.6137304], acc: [0.]
[INFO: train.py:  174]: Loss at epoch 1 step 26: [4.623343], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 1 step 27: [4.619811], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 1 step 28: [4.6352735], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 1 step 29: [4.58169], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 1 step 30: [4.622836], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 1 step 31: [4.6463213], acc: [0.]
[INFO: train.py:  174]: Loss at epoch 1 step 32: [4.5999527], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 1 step 33: [4.588525], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 1 step 34: [4.5975933], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 1 step 35: [4.6387806], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 1 step 36: [4.6101856], acc: [0.03125]
[INFO: train.py:  174]: Loss at epoch 1 step 37: [4.644022], acc: [0.03125]
[INFO: train.py:  174]: Loss at epoch 1 step 38: [4.6116033], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 1 step 39: [4.640837], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 1 step 40: [4.52579], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 1 step 41: [4.5923467], acc: [0.0625]
[INFO: train.py:  174]: Loss at epoch 1 step 42: [4.535596], acc: [0.]
[INFO: train.py:  174]: Loss at epoch 1 step 43: [4.6322536], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 1 step 44: [4.606696], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 1 step 45: [4.621695], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 1 step 46: [4.58611], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 1 step 47: [4.620443], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 1 step 48: [4.602174], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 1 step 49: [4.5971646], acc: [0.03125]
[INFO: train.py:  174]: Loss at epoch 1 step 50: [4.6295238], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 1 step 51: [4.649513], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 1 step 52: [4.5827465], acc: [0.03125]
[INFO: train.py:  174]: Loss at epoch 1 step 53: [4.6469564], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 1 step 54: [4.628268], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 1 step 55: [4.5810823], acc: [0.03125]
[INFO: train.py:  174]: Loss at epoch 1 step 56: [4.6228275], acc: [0.0390625]
[INFO: train.py:  174]: Loss at epoch 1 step 57: [4.633934], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 1 step 58: [4.5580444], acc: [0.03125]
[INFO: train.py:  174]: Loss at epoch 1 step 59: [4.6481], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 1 step 60: [4.588666], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 1 step 61: [4.590823], acc: [0.0390625]
[INFO: train.py:  174]: Loss at epoch 1 step 62: [4.630415], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 1 step 63: [4.6799097], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 1 step 64: [4.694534], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 1 step 65: [4.5943475], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 1 step 66: [4.624158], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 1 step 67: [4.5823307], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 1 step 68: [4.52627], acc: [0.03125]
[INFO: train.py:  174]: Loss at epoch 1 step 69: [4.664527], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 1 step 70: [4.606414], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 1 step 71: [4.5771494], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 1 step 72: [4.536132], acc: [0.046875]
[INFO: train.py:  174]: Loss at epoch 1 step 73: [4.609212], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 2 step 0: [4.6366405], acc: [0.03125]
[INFO: train.py:  174]: Loss at epoch 2 step 1: [4.6090803], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 2 step 2: [4.5117044], acc: [0.046875]
[INFO: train.py:  174]: Loss at epoch 2 step 3: [4.571915], acc: [0.03125]
[INFO: train.py:  174]: Loss at epoch 2 step 4: [4.591679], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 2 step 5: [4.5785275], acc: [0.03125]
[INFO: train.py:  174]: Loss at epoch 2 step 6: [4.550179], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 2 step 7: [4.582388], acc: [0.]
[INFO: train.py:  174]: Loss at epoch 2 step 8: [4.6042776], acc: [0.]
[INFO: train.py:  174]: Loss at epoch 2 step 9: [4.6529684], acc: [0.]
[INFO: train.py:  174]: Loss at epoch 2 step 10: [4.643033], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 2 step 11: [4.575448], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 2 step 12: [4.6798754], acc: [0.]
[INFO: train.py:  174]: Loss at epoch 2 step 13: [4.6022234], acc: [0.]
[INFO: train.py:  174]: Loss at epoch 2 step 14: [4.642322], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 2 step 15: [4.5391054], acc: [0.0390625]
[INFO: train.py:  174]: Loss at epoch 2 step 16: [4.6079383], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 2 step 17: [4.5991173], acc: [0.03125]
[INFO: train.py:  174]: Loss at epoch 2 step 18: [4.588141], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 2 step 19: [4.6251283], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 2 step 20: [4.5899215], acc: [0.03125]
[INFO: train.py:  174]: Loss at epoch 2 step 21: [4.5763693], acc: [0.0390625]
[INFO: train.py:  174]: Loss at epoch 2 step 22: [4.6016645], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 2 step 23: [4.6278825], acc: [0.03125]
[INFO: train.py:  174]: Loss at epoch 2 step 24: [4.5131216], acc: [0.03125]
[INFO: train.py:  174]: Loss at epoch 2 step 25: [4.6299124], acc: [0.]
[INFO: train.py:  174]: Loss at epoch 2 step 26: [4.5817084], acc: [0.]
[INFO: train.py:  174]: Loss at epoch 2 step 27: [4.5646777], acc: [0.0390625]
[INFO: train.py:  174]: Loss at epoch 2 step 28: [4.5935264], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 2 step 29: [4.5386705], acc: [0.03125]
[INFO: train.py:  174]: Loss at epoch 2 step 30: [4.652048], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 2 step 31: [4.5445194], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 2 step 32: [4.527586], acc: [0.03125]
[INFO: train.py:  174]: Loss at epoch 2 step 33: [4.5296764], acc: [0.03125]
[INFO: train.py:  174]: Loss at epoch 2 step 34: [4.624879], acc: [0.03125]
[INFO: train.py:  174]: Loss at epoch 2 step 35: [4.596432], acc: [0.]
[INFO: train.py:  174]: Loss at epoch 2 step 36: [4.6663446], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 2 step 37: [4.5940228], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 2 step 38: [4.5620823], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 2 step 39: [4.6014843], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 2 step 40: [4.6043854], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 2 step 41: [4.641059], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 2 step 42: [4.545455], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 2 step 43: [4.5324926], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 2 step 44: [4.5735292], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 2 step 45: [4.524319], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 2 step 46: [4.6416864], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 2 step 47: [4.5609455], acc: [0.]
[INFO: train.py:  174]: Loss at epoch 2 step 48: [4.513119], acc: [0.03125]
[INFO: train.py:  174]: Loss at epoch 2 step 49: [4.5346103], acc: [0.046875]
[INFO: train.py:  174]: Loss at epoch 2 step 50: [4.565427], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 2 step 51: [4.577569], acc: [0.03125]
[INFO: train.py:  174]: Loss at epoch 2 step 52: [4.6352367], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 2 step 53: [4.615963], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 2 step 54: [4.583811], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 2 step 55: [4.6677704], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 2 step 56: [4.5477095], acc: [0.0390625]
[INFO: train.py:  174]: Loss at epoch 2 step 57: [4.580186], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 2 step 58: [4.546205], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 2 step 59: [4.556001], acc: [0.0546875]
[INFO: train.py:  174]: Loss at epoch 2 step 60: [4.541559], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 2 step 61: [4.6129794], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 2 step 62: [4.54587], acc: [0.046875]
[INFO: train.py:  174]: Loss at epoch 2 step 63: [4.5735264], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 2 step 64: [4.534811], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 2 step 65: [4.5818286], acc: [0.03125]
[INFO: train.py:  174]: Loss at epoch 2 step 66: [4.5449343], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 2 step 67: [4.5814176], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 2 step 68: [4.5271287], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 2 step 69: [4.564163], acc: [0.03125]
[INFO: train.py:  174]: Loss at epoch 2 step 70: [4.62225], acc: [0.0390625]
[INFO: train.py:  174]: Loss at epoch 2 step 71: [4.5358067], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 2 step 72: [4.6142015], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 2 step 73: [4.638803], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 3 step 0: [4.6079273], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 3 step 1: [4.5959215], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 3 step 2: [4.580866], acc: [0.03125]
[INFO: train.py:  174]: Loss at epoch 3 step 3: [4.4719048], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 3 step 4: [4.47784], acc: [0.046875]
[INFO: train.py:  174]: Loss at epoch 3 step 5: [4.5274153], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 3 step 6: [4.5060825], acc: [0.046875]
[INFO: train.py:  174]: Loss at epoch 3 step 7: [4.5332394], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 3 step 8: [4.5619555], acc: [0.03125]
[INFO: train.py:  174]: Loss at epoch 3 step 9: [4.5066133], acc: [0.0390625]
[INFO: train.py:  174]: Loss at epoch 3 step 10: [4.49658], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 3 step 11: [4.4918394], acc: [0.0390625]
[INFO: train.py:  174]: Loss at epoch 3 step 12: [4.534211], acc: [0.0546875]
[INFO: train.py:  174]: Loss at epoch 3 step 13: [4.652565], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 3 step 14: [4.449759], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 3 step 15: [4.5903583], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 3 step 16: [4.547264], acc: [0.03125]
[INFO: train.py:  174]: Loss at epoch 3 step 17: [4.56011], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 3 step 18: [4.6088715], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 3 step 19: [4.4999466], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 3 step 20: [4.535326], acc: [0.03125]
[INFO: train.py:  174]: Loss at epoch 3 step 21: [4.544127], acc: [0.03125]
[INFO: train.py:  174]: Loss at epoch 3 step 22: [4.511693], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 3 step 23: [4.5336814], acc: [0.03125]
[INFO: train.py:  174]: Loss at epoch 3 step 24: [4.5360837], acc: [0.03125]
[INFO: train.py:  174]: Loss at epoch 3 step 25: [4.5919943], acc: [0.03125]
[INFO: train.py:  174]: Loss at epoch 3 step 26: [4.5391636], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 3 step 27: [4.508883], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 3 step 28: [4.539711], acc: [0.0390625]
[INFO: train.py:  174]: Loss at epoch 3 step 29: [4.616433], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 3 step 30: [4.5306845], acc: [0.0390625]
[INFO: train.py:  174]: Loss at epoch 3 step 31: [4.548497], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 3 step 32: [4.4927673], acc: [0.0546875]
[INFO: train.py:  174]: Loss at epoch 3 step 33: [4.583708], acc: [0.0390625]
[INFO: train.py:  174]: Loss at epoch 3 step 34: [4.559086], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 3 step 35: [4.5665402], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 3 step 36: [4.56174], acc: [0.]
[INFO: train.py:  174]: Loss at epoch 3 step 37: [4.5512037], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 3 step 38: [4.4831915], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 3 step 39: [4.5265856], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 3 step 40: [4.5671735], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 3 step 41: [4.4665737], acc: [0.0390625]
[INFO: train.py:  174]: Loss at epoch 3 step 42: [4.520111], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 3 step 43: [4.516139], acc: [0.0390625]
[INFO: train.py:  174]: Loss at epoch 3 step 44: [4.541685], acc: [0.0390625]
[INFO: train.py:  174]: Loss at epoch 3 step 45: [4.597026], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 3 step 46: [4.5073133], acc: [0.0625]
[INFO: train.py:  174]: Loss at epoch 3 step 47: [4.4877996], acc: [0.03125]
[INFO: train.py:  174]: Loss at epoch 3 step 48: [4.5786343], acc: [0.]
[INFO: train.py:  174]: Loss at epoch 3 step 49: [4.4186707], acc: [0.03125]
[INFO: train.py:  174]: Loss at epoch 3 step 50: [4.4987473], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 3 step 51: [4.561285], acc: [0.0078125]
[INFO: train.py:  174]: Loss at epoch 3 step 52: [4.491041], acc: [0.046875]
[INFO: train.py:  174]: Loss at epoch 3 step 53: [4.5791945], acc: [0.015625]
[INFO: train.py:  174]: Loss at epoch 3 step 54: [4.530576], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 3 step 55: [4.576685], acc: [0.0234375]
[INFO: train.py:  174]: Loss at epoch 3 step 56: [4.58531], acc: [0.046875]
